timestamp_ms,id,x1,y1,x2,y2
14160.0,91,1822,636,1920,902
14160.0,92,542,685,702,935
14160.0,93,798,327,919,517
14160.0,94,1517,487,1620,629
14160.0,95,245,776,470,1043
14160.0,96,941,527,1054,713
14160.0,97,1716,448,1865,685
14160.0,98,854,280,967,470
14160.0,99,358,579,532,849
14160.0,100,849,846,995,1078
14160.0,101,30,733,281,1053
14160.0,102,1667,312,1788,514
14160.0,103,975,357,1068,557
14160.0,104,178,584,377,859
14160.0,105,625,772,779,1080
14160.0,106,501,372,637,560
14160.0,107,1215,409,1433,836
14160.0,108,1634,210,1734,383
14160.0,109,308,486,483,735
14160.0,110,560,302,683,487
14160.0,111,1733,665,1906,948
14160.0,112,988,544,1107,791
14160.0,113,1334,236,1421,428
14160.0,114,1590,108,1683,274
14160.0,115,417,404,569,630
14160.0,116,1566,28,1636,176
14160.0,117,933,658,1061,974
14160.0,118,1431,380,1529,563
14160.0,119,604,275,715,447
14160.0,120,896,248,1012,470
14160.0,121,1046,395,1149,610
14160.0,122,660,347,762,522
14160.0,123,1418,237,1504,360
14160.0,124,1174,245,1263,456
14160.0,125,721,274,827,467
14160.0,126,1090,279,1169,484
14160.0,127,357,340,496,542
14160.0,128,538,476,668,693
14160.0,129,1376,199,1487,304
14160.0,130,969,171,1062,362
14160.0,131,598,439,713,609
14160.0,132,412,203,527,380
14160.0,133,1409,71,1494,219
14160.0,134,1354,5,1459,108
14160.0,135,792,228,875,410
14160.0,136,1141,19,1220,183
14160.0,137,1378,3,1469,99
14160.0,138,1430,7,1511,63
14160.0,139,842,160,918,341
14160.0,140,887,28,965,211
14160.0,141,1362,1,1452,74
14160.0,142,955,19,1017,194
14160.0,143,1180,0,1275,99
14160.0,144,74,388,239,600
14160.0,145,197,282,326,474
14160.0,146,1111,362,1679,1062
14160.0,147,228,434,391,676
14160.0,148,457,256,578,453
14160.0,149,108,0,255,91
14160.0,150,542,196,654,359
14160.0,151,592,163,696,323
14160.0,152,740,53,825,205
14160.0,153,801,19,873,152
14160.0,154,912,7,982,142
14160.0,155,171,1,363,97
14160.0,156,753,635,898,883
14160.0,157,859,2,921,96
14160.0,158,0,916,167,1080
14160.0,159,857,512,979,732
14160.0,160,294,0,438,105
